iter	RMSE
364	1.238788352
365	1.238234407
366	1.237547518
367	1.236995189
368	1.236414222
369	1.235841157
370	1.235400442
371	1.234917927
372	1.234446107
373	1.233915943
374	1.233348862
375	1.232729383
376	1.232218031
377	1.231747119
378	1.23135058
379	1.230648405
380	1.230139254
381	1.229541084
382	1.228979648
383	1.228416131
384	1.227864696
385	1.227351134
386	1.226807579
387	1.226296334
388	1.225803719
389	1.225318237
390	1.224803154
391	1.22423293
392	1.22367263
393	1.223179897
394	1.222674473
395	1.222213754
396	1.221661572
397	1.22115797
398	1.220681727
399	1.220143509
400	1.219604617
401	1.219056798
402	1.218632378
403	1.218121964
404	1.217617587
405	1.217111273
406	1.216616546
407	1.216226888
408	1.215768078
409	1.215280743
410	1.214806921
411	1.214317245
412	1.213835004
413	1.213389873
414	1.212766334
415	1.212308631
416	1.211766453
417	1.21123105
418	1.210701142
419	1.210268102
420	1.209778759
421	1.209283043
422	1.208872726
423	1.208407168
424	1.207916447
425	1.207335044
426	1.20684622
427	1.206491666
428	1.205977516
429	1.205406248
430	1.204906022
431	1.20444729
432	1.203973159
433	1.203488146
434	1.202974046
435	1.202534665
436	1.202098177
437	1.201684938
438	1.201201045
439	1.200662197
440	1.200258843
441	1.199796204
442	1.199306822
443	1.198861269
444	1.19838638
445	1.197914423
446	1.19748133
447	1.197032938
448	1.196580954
449	1.196165322
450	1.195693598
451	1.195288621
452	1.194879624
453	1.194528007
454	1.194133694
455	1.193815153
456	1.193429766
457	1.19298828
458	1.192722619
459	1.192213228
460	1.191773898
461	1.191402333
462	1.19101766
463	1.19052301
464	1.190193712
465	1.189726443
466	1.189264828
467	1.188812846
468	1.188356765
469	1.187951535
470	1.187568044
471	1.187077089
472	1.186734493
473	1.186439976
474	1.186039778
475	1.185604517
476	1.1852172
477	1.184819106
478	1.184399783
479	1.183960326
480	1.183510967
481	1.183082903
482	1.182681424
483	1.182233857
484	1.181806305
485	1.181404727
486	1.181000798
487	1.180523366
488	1.180143585
489	1.179734209
490	1.179363677
491	1.178995467
492	1.178660392
493	1.17823199
494	1.177871779
495	1.177495464
496	1.177088342
497	1.176664924
498	1.1763188
499	1.176012354
500	1.175610372
501	1.175379477
502	1.175022678
503	1.174673226
504	1.17426381
505	1.173982043
506	1.173618647
507	1.173111407
508	1.17274328
509	1.172354918
510	1.171931859
511	1.171493566
512	1.171082934
513	1.170675167
514	1.170282706
515	1.169954632
516	1.169561893
517	1.169151166
518	1.168926793
519	1.168514956
520	1.168144826
521	1.167857929
522	1.167424511
523	1.167037396
524	1.166696373
525	1.166305795
526	1.16589629
527	1.16551666
528	1.165091919
529	1.164789716
530	1.164347377
531	1.163978279
532	1.163772449
533	1.163465472
534	1.163200935
535	1.162832419
536	1.162425396
537	1.162044397
538	1.161620038
539	1.161357212
540	1.160977126
541	1.160626379
542	1.160244769
543	1.159891608
544	1.159550235
545	1.159221812
546	1.158837061
547	1.158462133
548	1.158132896
549	1.157810855
550	1.15747276
551	1.157155072
552	1.156789388
553	1.156381729
554	1.155972303
555	1.155615593
556	1.155256148
557	1.154836061
558	1.154540861
559	1.154123554
560	1.153811507
561	1.153476198
562	1.153013689
563	1.152833535
564	1.152447303
565	1.151965789
566	1.151620767
567	1.151410352
568	1.151094306
569	1.150721565
570	1.150401392
571	1.149985268
572	1.149705719
573	1.14939809
574	1.14895773
575	1.148566372
576	1.148238667
577	1.14796854
578	1.147583509
579	1.147171951
580	1.146888255
581	1.14656921
582	1.146181058
583	1.145831465
584	1.14548095
585	1.145155415
586	1.144846898
587	1.144513963
588	1.144273154
589	1.143892034
590	1.143589894
591	1.14319957
592	1.142860345
593	1.14255832
594	1.14220633
595	1.141909613
596	1.141590934
597	1.141257875
598	1.141077494
599	1.140733269
600	1.140347194
601	1.140151666
602	1.139817863
603	1.139458599
604	1.139065342
605	1.138730295
606	1.138424619
607	1.138168262
608	1.137878372
609	1.137566093
610	1.137230819
611	1.136975692
612	1.136713531
613	1.136496422
614	1.136181945
615	1.135846398
616	1.1355076
617	1.135138305
618	1.134865612
619	1.134680846
620	1.134444297
621	1.134113491
622	1.133699482
623	1.133364743
624	1.133077743
625	1.132730561
626	1.132428859
627	1.132207886
628	1.131869567
629	1.131559406
630	1.131178191
631	1.130932207
632	1.130630232
633	1.130497965
634	1.130135976
635	1.129787908
636	1.129431016
637	1.129185263
638	1.12879756
639	1.128477487
640	1.128232583
641	1.127862058
642	1.127527597
643	1.127248409
644	1.126954154
645	1.126775181
646	1.126522023
647	1.126213862
648	1.125922462
649	1.125622659
650	1.125310382
651	1.125181197
652	1.124825235
653	1.124530632
654	1.124247199
655	1.123911666
656	1.123559317
657	1.123325103
658	1.123078288
659	1.122801093
660	1.122532184
661	1.122330329
662	1.122058499
663	1.121746784
664	1.121326477
665	1.121069543
666	1.120788279
667	1.120490942
668	1.120193249
669	1.119835832
670	1.119477911
671	1.119259563
672	1.118919766
673	1.118771263
674	1.118480933
675	1.118131796
676	1.117848033
677	1.117650289
678	1.117343919
679	1.117074455
680	1.11678633
681	1.116480386
682	1.116226125
683	1.115926353
684	1.115727772
685	1.115508995
686	1.115236086
687	1.11486972
688	1.114544609
689	1.114152877
690	1.113854406
691	1.113568705
692	1.113245033
693	1.113063447
694	1.11294
695	1.112677781
696	1.112361764
697	1.111994079
698	1.111674373
699	1.111472315
700	1.111195345
701	1.110900102
702	1.110645472
703	1.110305936
704	1.110030751
705	1.109804907
706	1.109630228
707	1.10929349
708	1.108954191
709	1.108728308
710	1.108427944
711	1.10818873
712	1.107837495
713	1.107684012
714	1.107561453
715	1.107232385
716	1.106964564
717	1.106844031
718	1.106558581
719	1.106361454
720	1.106084415
721	1.105811857
722	1.105621062
723	1.105303135
724	1.105048104
725	1.104737333
726	1.104469396
727	1.104262141
728	1.103984942
729	1.103703833
730	1.10341472
731	1.103137079
732	1.102858406
733	1.102583327
734	1.102277786
735	1.102108129
736	1.101838685
737	1.10162184
738	1.101414795
739	1.101190168
740	1.101044117
741	1.100731857
742	1.100399815
743	1.100137244
744	1.099908731
745	1.099775424
746	1.099612824
747	1.099458713
748	1.099087215
749	1.098818141
750	1.098558723
751	1.098264876
752	1.098007996
753	1.097680507
754	1.09751632
755	1.097222881
756	1.09695036
757	1.096646192
758	1.096388791
759	1.096151731
760	1.095969133
761	1.095656625
762	1.09535276
763	1.095235228
764	1.094961927
765	1.094588814
766	1.094345628
767	1.094082223
768	1.093800796
769	1.093695241
770	1.093415158
771	1.093182442
772	1.09287918
773	1.092603664
774	1.092360424
775	1.092001734
776	1.091743732
777	1.091454414
778	1.091192531
779	1.090970288
780	1.090603758
781	1.090299177
782	1.090031375
783	1.089726193
784	1.089443763
785	1.08922739
786	1.089051574
787	1.088808145
788	1.08865796
789	1.088432777
790	1.088323914
791	1.088059363
792	1.087903847
793	1.087567719
794	1.087356495
795	1.08716406
796	1.086914732
797	1.086649245
798	1.086398719
799	1.086173549
800	1.085887165
801	1.085635245
802	1.085443369
803	1.085148855
804	1.084952281
805	1.084740072
806	1.084558986
807	1.084393864
808	1.084206319
809	1.083981987
810	1.08372508
811	1.083553942
812	1.083262151
813	1.082983997
814	1.082833745
815	1.082614582
816	1.082420178
817	1.082056762
818	1.081740552
819	1.081505138
820	1.081257282
821	1.080994441
822	1.080693123
823	1.080390982
824	1.080283215
825	1.080025846
826	1.079775761
827	1.079519337
828	1.079294932
829	1.079046035
830	1.078760983
831	1.078523552
832	1.078187814
833	1.077912818
834	1.077612584
835	1.077428177
836	1.077208985
837	1.076948044
838	1.076755418
839	1.076571305
840	1.076463156
841	1.076177635
842	1.075947319
843	1.075809547
844	1.075580306
845	1.075321796
846	1.075173777
847	1.074927188
848	1.074668113
849	1.074401707
850	1.074187995
851	1.073981043
852	1.073748458
853	1.07356074
854	1.073393876
855	1.073171988
856	1.072910135
857	1.072708089
858	1.072518097
859	1.072389645
860	1.072150699
861	1.071960417
862	1.071687336
863	1.071500394
864	1.071252302
865	1.071016578
866	1.070864492
867	1.070642378
868	1.070397543
869	1.070186862
870	1.070052535
871	1.069801264
872	1.069578093
873	1.069351485
874	1.069111552
875	1.068978885
876	1.068737111
877	1.068667345
878	1.0684027
879	1.068210049
880	1.067883887
881	1.067685464
882	1.067452522
883	1.067119123
884	1.066861588
885	1.066703704
886	1.066425763
887	1.066184069
888	1.065953803
889	1.065763152
890	1.065479217
891	1.065343939
892	1.065041153
893	1.064833641
894	1.064724656
895	1.064529301
896	1.064332755
897	1.064126317
898	1.064023302
899	1.063872391
900	1.063602906
901	1.063339949
902	1.063148868
903	1.062994888
904	1.062812419
905	1.062520065
906	1.062416628
907	1.062135651
908	1.062009265
909	1.061811017
910	1.061610675
911	1.061463033
912	1.061278399
913	1.061050656
914	1.060826565
915	1.060604341
916	1.06041548
917	1.060161109
918	1.059850088
919	1.059564858
920	1.059447603
921	1.059314602
922	1.059073314
923	1.058826691
924	1.058523809
925	1.058286893
926	1.058146669
927	1.057920831
928	1.057637304
929	1.05748787
930	1.057228297
931	1.057023202
932	1.056851955
933	1.056717978
934	1.056495307
935	1.056272416
936	1.056177964
937	1.055990265
938	1.055816539
939	1.055543764
940	1.055253217
941	1.055035959
942	1.054795447
943	1.054596367
944	1.054267649
945	1.054019967
946	1.053763014
947	1.053592102
948	1.053342778
949	1.053143031
950	1.05288481
951	1.052684077
952	1.05238458
953	1.052293638
954	1.0521024
955	1.051855516
956	1.051609537
957	1.051481414
958	1.051279178
959	1.051029684
960	1.050801276
961	1.050688071
962	1.050474078
963	1.050283864
964	1.050073637
965	1.050010104
966	1.04964228
967	1.049413152
968	1.049200481
969	1.049058444
970	1.04887056
971	1.048746958
972	1.048553397
973	1.048376913
974	1.048278895
975	1.048026103
976	1.047816683
977	1.047522012
978	1.047434121
979	1.047276038
980	1.047103542
981	1.04684751
982	1.046606985
983	1.046368519
984	1.046105222
985	1.045752323
986	1.045519311
987	1.04533542
988	1.045202378
989	1.045032786
990	1.044864497
991	1.044632333
992	1.044468415
993	1.044214096
994	1.044098785
995	1.04387016
996	1.043772999
997	1.043522751
998	1.043460799
999	1.043323417
